qseqid,sseqid,pident,length,accession,ncbi_isolation_source,ncbi_country,gtdb_taxonomy
AB022925.1,RS_GCF_028619335.1~NZ_JAQPYK010000029.1,97.724,1450,RS_GCF_028619335.1,milk,China: Xinjiang,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_023743975.1~NZ_JAMRWG010000001.1,97.724,1450,RS_GCF_023743975.1,artisanal Greek Kefalograviera cheese,Greece: Western Macedonia,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_005864365.1~NZ_VBTD01000027.1,97.724,1450,RS_GCF_005864365.1,none,Switzerland,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_028619555.1~NZ_JAQPYA010000027.1,97.724,1450,RS_GCF_028619555.1,milk,China: Xinjiang,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_028619355.1~NZ_JAQPYP010000029.1,97.724,1450,RS_GCF_028619355.1,milk,China: Xinjiang,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_025188395.1~NZ_RIKT01000014.1,97.724,1450,RS_GCF_025188395.1,whey from goat cheese,France,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_002092735.1~NZ_MPLO01000031.1,97.724,1450,RS_GCF_002092735.1,dairy,Denmark,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_029953235.2~NZ_CP128560.1,97.724,1450,RS_GCF_029953235.2,kimchi,South Korea: Gangwon-do,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_028620225.1~NZ_JAQPVO010000037.1,97.724,1450,RS_GCF_028620225.1,yak milk,China: Gansu,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_028619295.1~NZ_JAQPYI010000034.1,97.724,1450,RS_GCF_028619295.1,milk,China: Xinjiang,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_002092705.1~NZ_MPLQ01000040.1,97.724,1450,RS_GCF_002092705.1,dairy,Denmark,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_028619695.1~NZ_JAQPWX010000029.1,97.724,1450,RS_GCF_028619695.1,yak milk,China: Sichuan,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_028619495.1~NZ_JAQPYH010000027.1,97.724,1450,RS_GCF_028619495.1,milk,China: Xinjiang,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_900312985.1~NZ_OMPP01000020.1,97.724,1450,RS_GCF_900312985.1,Tocosh; potatoes naturally fermented in a well near a water spring,none,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_024800105.1~NZ_CP103383.1,97.724,1450,RS_GCF_024800105.1,vegetable fermented food (kimchi),South Korea,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_007990145.1~NZ_BJWB01000037.1,97.724,1450,RS_GCF_007990145.1,none,none,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_900452955.1~NZ_UGPE01000001.1,97.724,1450,RS_GCF_900452955.1,none,none,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_900290445.1~NZ_OKRL01000007.1,97.724,1450,RS_GCF_900290445.1,Tocosh; potatoes naturally fermented in a well near a water spring,none,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_019927085.1~NZ_JAFRDW010000075.1,97.724,1450,RS_GCF_019927085.1,Montengrin brine cheese,Montenegro,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_019927025.1~NZ_JAFRDU010000110.1,97.724,1450,RS_GCF_019927025.1,Montengrin brine cheese,Montenegro,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_008690805.1~NZ_VBWZ01000029.1,97.724,1450,RS_GCF_008690805.1,Cooked ham,Italy,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_002148235.1~NZ_CP020731.1,97.724,1450,RS_GCF_002148235.1,10 weeks old 45+ Samso cheese,Denmark,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_002370415.1~NZ_AP017936.1-#3,97.724,1450,RS_GCF_002370415.1,microbial mat material,Japan,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_001184265.1~NZ_LAYV01000039.1,97.724,1450,RS_GCF_001184265.1,Taleggio cheese,Italy: Verona,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_002092625.1~NZ_MPLJ01000058.1,97.724,1450,RS_GCF_002092625.1,dairy,Denmark,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_008690745.1~NZ_VBWX01000009.1,97.724,1450,RS_GCF_008690745.1,Cooked ham,Italy,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,GB_GCA_022482825.1~JAKVOL010000001.1,97.724,1450,GB_GCA_022482825.1,anaerobic bioreactor effluent,USA: Madison; WI,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,GB_GCA_002276945.1~NCWT01000046.1,97.724,1450,GB_GCA_002276945.1,kefir,Germany,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_925298225.1~NZ_CAKMCH010000081.1,97.724,1450,RS_GCF_925298225.1,sturter culture Sacco Lyoflora B-7,none,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_025188425.1~NZ_RIKV01000025.1,97.724,1450,RS_GCF_025188425.1,cheese (Blue type),Japan,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_019048965.1~NZ_CP037752.1,97.724,1450,RS_GCF_019048965.1,Baechu-kimchi,South Korea: Gwangju,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_019927205.1~NZ_JAFREC010000074.1,97.724,1450,RS_GCF_019927205.1,Montengrin brine cheese,Montenegro,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_028620075.1~NZ_JAQPWA010000032.1,97.724,1450,RS_GCF_028620075.1,yak milk,China: Sichuan,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_002092775.1~NZ_MPLR01000068.1,97.724,1450,RS_GCF_002092775.1,dairy,Denmark,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_030361285.1~NZ_JAUCAC010000031.1,97.724,1450,RS_GCF_030361285.1,fermented milk,Russia: Dagestan,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_019927145.1~NZ_JAFRDX010000080.1,97.724,1450,RS_GCF_019927145.1,Montengrin brine cheese,Montenegro,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_018336555.1~NZ_CP048006.1,97.724,1450,RS_GCF_018336555.1,kimchi,none,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_019927065.1~NZ_JAFRDV010000126.1,97.724,1450,RS_GCF_019927065.1,Montengrin brine cheese,Montenegro,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_007990165.1~NZ_BJWC01000022.1,97.724,1450,RS_GCF_007990165.1,none,none,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_003346165.1~NZ_QMJH01000047.1,97.724,1450,RS_GCF_003346165.1,sheep milk,Slovakia,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_002886025.1~NZ_MUXD01000080.1,97.724,1450,RS_GCF_002886025.1,Root Surface,Israel,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_002009375.1~NZ_CP013016.1,97.724,1450,RS_GCF_002009375.1,Kimchi,South Korea: Gyeonggi-Do; Icheon-Si,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_024498575.1~NZ_CP088904.1,97.724,1450,RS_GCF_024498575.1,sucrose solution,China,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_019927105.1~NZ_JAGFYK010000048.1,97.724,1450,RS_GCF_019927105.1,Montengrin brine cheese,Montenegro,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_028619775.1~NZ_JAQPWR010000043.1,97.724,1450,RS_GCF_028619775.1,yak milk,China: Sichuan,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_025515375.1~NZ_JAOPIY010000001.1,97.724,1450,RS_GCF_025515375.1,kimchi,South Korea: Bucheon,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_019927155.1~NZ_JAFRDZ010000069.1,97.724,1450,RS_GCF_019927155.1,Montengrin brine cheese,Montenegro,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_028619415.1~NZ_JAQPYE010000010.1,97.724,1450,RS_GCF_028619415.1,milk,China: Xinjiang,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_028619395.1~NZ_JAQPYN010000023.1,97.724,1450,RS_GCF_028619395.1,milk,China: Xinjiang,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_028619655.1~NZ_JAQPXL010000038.1,97.724,1450,RS_GCF_028619655.1,milk,China: Inner Mongolia,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_025188365.1~NZ_RIKQ01000065.1,97.724,1450,RS_GCF_025188365.1,sourdough,USA,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_008689715.1~NZ_VBWU01000029.1,97.724,1450,RS_GCF_008689715.1,Sausage,Italy,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_028619925.1~NZ_JAQPWI010000073.1,97.724,1450,RS_GCF_028619925.1,yak milk,China: Sichuan,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_019927125.1~NZ_JAFRDY010000084.1,97.724,1450,RS_GCF_019927125.1,Montengrin brine cheese,Montenegro,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_002117185.1~NZ_CP015442.1,97.724,1450,RS_GCF_002117185.1,kefir,China: Yunnan,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_019926925.1~NZ_JAFRDS010000039.1,97.724,1450,RS_GCF_019926925.1,Montengrin brine cheese,Montenegro,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_007989505.1~NZ_BJUQ01000073.1,97.724,1450,RS_GCF_007989505.1,Moto (seed mash for sake fermentation),none,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_009913915.1~NZ_CP028251.1,97.724,1450,RS_GCF_009913915.1,Gochujang,South Korea,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_019927185.1~NZ_JAFREA010000078.1,97.724,1450,RS_GCF_019927185.1,Montengrin brine cheese,Montenegro,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_001184255.1~NZ_LAYU01000003.1,97.724,1450,RS_GCF_001184255.1,Taleggio cheese,Italy: Verona,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_028619635.1~NZ_JAQPXY010000035.1,97.724,1450,RS_GCF_028619635.1,milk,China: Inner Mongolia,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_031192385.1~NZ_CP133477.1,97.724,1450,RS_GCF_031192385.1,none,Brazil: Belo Horizonte,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_006538765.1~NZ_BJLS01000019.1,97.724,1450,RS_GCF_006538765.1,none,none,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_028619315.1~NZ_JAQPYG010000011.1,97.724,1450,RS_GCF_028619315.1,milk,China: Xinjiang,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_026240235.1~NZ_JAPIVI010000013.1,97.724,1450,RS_GCF_026240235.1,none,Atlantic Ocean,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_001541125.1~NZ_LMXE01000011.1,97.724,1450,RS_GCF_001541125.1,Dromedary milk,Algeria,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_001047695.1~NZ_CP012009.1,97.724,1450,RS_GCF_001047695.1,none,none,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_028620275.1~NZ_JAQPYO010000025.1,97.724,1450,RS_GCF_028620275.1,milk,China: Xinjiang,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,GB_GCA_018402985.1~BOPR01000001.1,97.724,1450,GB_GCA_018402985.1,none,none,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_028619805.1~NZ_JAQPWW010000038.1,97.724,1450,RS_GCF_028619805.1,yak milk,China: Sichuan,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_025188295.1~NZ_RIKN01000021.1,97.724,1450,RS_GCF_025188295.1,fermented olives,USA,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_007673005.1~NZ_VDYV01000033.1,97.724,1450,RS_GCF_007673005.1,environmental,USA: North Carolina; Durham,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_000014445.1~NC_008531.1,97.724,1450,RS_GCF_000014445.1,none,none,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_028619265.1~NZ_JAQPYJ010000022.1,97.724,1450,RS_GCF_028619265.1,milk,China: Xinjiang,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides
AB022925.1,RS_GCF_016624925.1~NZ_JACVUE010000018.1,97.655,1450,RS_GCF_016624925.1,Heads,Mexico,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc pseudomesenteroides
AB022925.1,RS_GCF_025211255.1~NZ_RIUU01000004.1,97.655,1450,RS_GCF_025211255.1,grape must,France,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc suionicum
AB022925.1,RS_GCF_030017265.1~NZ_JASDEH010000053.1,97.655,1450,RS_GCF_030017265.1,sugarcane factory,USA: Louisiana,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc suionicum
AB022925.1,RS_GCF_030017195.1~NZ_JASDEL010000023.1,97.655,1450,RS_GCF_030017195.1,sugarcane factory,USA: Louisiana,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc suionicum
AB022925.1,RS_GCF_025211285.1~NZ_RIUV01000012.1,97.655,1450,RS_GCF_025211285.1,grape must,France,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc suionicum
AB022925.1,RS_GCF_900289255.1~NZ_OKQR01000011.1,97.655,1450,RS_GCF_900289255.1,Chicha; maize-based fermented beverage,none,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc suionicum
AB022925.1,RS_GCF_900289205.1~NZ_OMON01000011.1,97.655,1450,RS_GCF_900289205.1,Chicha; maize-based fermented beverage,none,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc suionicum
AB022925.1,RS_GCF_030017055.1~NZ_JASDER010000041.1,97.655,1450,RS_GCF_030017055.1,sugarcane factory,USA: Louisiana,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc suionicum
AB022925.1,RS_GCF_030017015.1~NZ_JASDEV010000039.1,97.655,1450,RS_GCF_030017015.1,sugarcane factory,USA: Louisiana,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc suionicum
AB022925.1,RS_GCF_030017315.1~NZ_JASDEG010000028.1,97.655,1450,RS_GCF_030017315.1,sugarcane factory,USA: Louisiana,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc suionicum
AB022925.1,RS_GCF_030017255.1~NZ_JASDEF010000030.1,97.655,1450,RS_GCF_030017255.1,sugarcane factory,USA: Louisiana,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc suionicum
AB022925.1,RS_GCF_023205265.1~NZ_CP058345.1,97.655,1450,RS_GCF_023205265.1,plant,India: Jaipur,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc suionicum
AB022925.1,RS_GCF_030017025.1~NZ_JASDES010000037.1,97.655,1450,RS_GCF_030017025.1,sugarcane factory,USA: Louisiana,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc suionicum
AB022925.1,RS_GCF_030017125.1~NZ_JASDEU010000039.1,97.655,1450,RS_GCF_030017125.1,sugarcane factory,USA: Louisiana,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc suionicum
AB022925.1,RS_GCF_018257035.1~NZ_JAERKQ010000007.1,97.655,1450,RS_GCF_018257035.1,Kitchen E,USA: Ithaca; NY,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc suionicum
AB022925.1,RS_GCF_030017115.1~NZ_JASDEO010000025.1,97.655,1450,RS_GCF_030017115.1,sugarcane factory,USA: Louisiana,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc suionicum
AB022925.1,RS_GCF_900290145.1~NZ_OKQU01000010.1,97.655,1450,RS_GCF_900290145.1,Chicha; maize-based fermented beverage,none,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc suionicum
AB022925.1,GB_GCA_900009505.1~FBTC01000001.1,98.853,1395,GB_GCA_900009505.1,vegetable salad,none,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc gasicomitatum
AB022925.1,RS_GCF_000239895.1~NZ_CAGE01000034.1,97.654,1449,RS_GCF_000239895.1,none,none,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc citreum
AB022925.1,RS_GCF_025122255.1~NZ_RICS01000024.1,97.654,1449,RS_GCF_025122255.1,wheat sourdough,France,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc citreum
AB022925.1,RS_GCF_025122315.1~NZ_RICT01000029.1,97.654,1449,RS_GCF_025122315.1,wheat sourdough,France,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc citreum
AB022925.1,RS_GCF_000239915.1~NZ_CAGF01000044.1,97.654,1449,RS_GCF_000239915.1,none,none,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc citreum
AB022925.1,RS_GCF_014844115.1~NZ_CP039736.1,97.654,1449,RS_GCF_014844115.1,kimchi,South Korea: Daejeon City,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc citreum
AB022925.1,RS_GCF_024543065.1~NZ_JANHPA010000001.1,97.654,1449,RS_GCF_024543065.1,sugar cane juice,USA: Louisiana State U; Baton Rouge; LA,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc citreum
AB022925.1,RS_GCF_007954785.1~NZ_CP042410.1,97.654,1449,RS_GCF_007954785.1,kimchi,South Korea,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc citreum
AB022925.1,RS_GCF_031165135.1~NZ_CP133560.1,97.654,1449,RS_GCF_031165135.1,birch sap,China: Nanjing,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc citreum
